Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
45.0,male,phd,0.0,1.0,43.94661747,14,44,86,1,yes
21.0,female,master,9.0,5.0,18.23848834,98,29,20,2,no
24.0,female,licence,3.0,2.0,20.51477736,100,43,54,3,no
48.0,male,licence,5.0,3.0,45.55108415,75,73,75,3,no
24.0,male,master,8.0,2.0,41.68044067,29,54,56,2,no
25.0,female,bac,13.0,3.0,36.74764118,19,18,1,2,no
38.0,female,licence,10.0,5.0,13.43985319,36,28,12,1,no
27.0,male,master,15.0,4.0,46.51083275,2,1,3,2,no
35.0,female,licence,10.0,4.0,8.720787877,72,35,83,2,no
32.0,male,bac,12.0,3.0,32.33852597,40,18,49,2,no
20.0,female,licence,1.0,4.0,2.440059027,38,6,47,3,no
41.0,female,master,10.0,5.0,33.18599032,25,25,77,2,no
39.0,female,licence,6.0,4.0,14.85721759,1,78,29,1,yes
36.0,female,licence,5.0,5.0,23.48384886,22,37,28,1,no
50.0,male,licence,1.0,2.0,18.2632276,22,2,7,2,no
26.0,female,licence,7.0,5.0,9.637837812,84,79,11,2,no
44.0,female,licence,6.0,1.0,32.0990395,15,65,40,3,no
32.0,male,master,10.0,1.0,45.09877776,8,94,25,2,no
23.0,female,bac,4.0,1.0,48.95421211,12,91,49,2,no
23.0,female,master,11.0,3.0,10.61731816,27,70,1,2,no
25.0,male,bac,4.0,3.0,36.8686387,26,93,54,2,no
47.0,female,licence,6.0,3.0,34.21696833,50,42,55,2,no
50.0,male,bac,8.0,5.0,18.16888948,63,61,13,2,no
38.0,male,licence,10.0,3.0,1.954959968,51,70,5,2,no
48.0,male,licence,14.0,2.0,35.48956237,80,99,94,1,yes
31.0,male,licence,8.0,1.0,48.27474303,37,92,80,3,no
41.0,female,bac,8.0,5.0,32.6060061,99,23,88,2,no
26.0,male,licence,5.0,1.0,22.76463621,64,38,60,1,no
46.0,female,bac,9.0,3.0,27.25769471,17,67,95,1,yes
29.0,female,master,5.0,5.0,10.98144038,62,92,11,1,yes
45.0,female,phd,2.0,4.0,38.52720819,50,43,12,2,no
38.0,female,licence,0.0,2.0,38.3209915,8,4,18,1,no
26.0,female,licence,15.0,3.0,8.275865019,12,54,43,1,yes
49.0,female,licence,6.0,3.0,44.89891912,39,92,88,2,no
22.0,female,bac,3.0,2.0,14.45948697,54,29,94,2,no
32.0,female,licence,0.0,2.0,50.11280305,78,28,58,1,no
32.0,female,master,14.0,4.0,20.1451507,42,25,36,2,no
37.0,female,licence,7.0,3.0,9.894202937,43,82,24,2,no
47.0,male,bac,11.0,3.0,18.58600557,67,25,15,3,no
49.0,male,master,5.0,1.0,23.00901643,32,36,37,2,no
45.0,male,licence,5.0,5.0,4.465388652,23,90,42,1,no
39.0,female,master,1.0,5.0,29.91091906,35,93,86,2,no
47.0,male,licence,14.0,1.0,30.88162199,9,52,13,2,no
27.0,male,licence,0.0,5.0,37.94652277,99,29,5,1,no
48.0,male,bac,12.0,2.0,2.458494615,19,2,88,3,no
50.0,female,bac,13.0,5.0,28.06191072,74,42,22,2,no
28.0,female,phd,13.0,5.0,3.645371664,11,6,59,3,no
26.0,female,licence,1.0,1.0,36.057211,61,48,11,2,no
20.0,female,phd,3.0,4.0,3.786399285,17,72,12,2,no
22.0,male,licence,1.0,5.0,46.58639242,93,40,99,2,no
32.0,male,bac,15.0,5.0,36.10412834,100,76,97,2,yes
47.0,male,bac,0.0,4.0,26.36948825,62,78,5,2,no
49.0,male,licence,6.0,1.0,23.07519616,83,53,62,3,yes
44.0,female,phd,10.0,4.0,7.533631521,24,68,37,2,no
50.0,female,licence,10.0,1.0,15.54996948,11,92,49,3,no
47.0,female,licence,14.0,2.0,44.44795525,20,98,51,3,no
36.0,male,licence,11.0,1.0,46.22264058,24,90,39,3,no
44.0,female,bac,7.0,2.0,1.037385419,10,26,7,2,no
43.0,female,licence,5.0,2.0,30.70681957,63,7,60,2,no
20.0,male,bac,3.0,1.0,36.96503045,72,31,7,1,no
25.0,male,master,13.0,3.0,31.93734912,49,83,96,2,yes
40.0,female,licence,5.0,1.0,5.083988243,61,63,33,1,no
25.0,female,licence,2.0,5.0,11.88624494,88,9,78,1,yes
45.0,female,licence,11.0,5.0,13.51701337,98,12,99,1,yes
31.0,female,licence,7.0,3.0,42.58623157,95,62,59,3,no
32.0,female,phd,9.0,2.0,24.15997182,48,92,56,3,no
32.0,female,licence,13.0,3.0,25.3414106,13,34,98,2,no
48.0,male,bac,12.0,5.0,47.74465233,0,60,45,2,no
34.0,male,licence,12.0,3.0,32.85429444,80,53,21,2,no
40.0,male,bac,1.0,1.0,45.93338508,24,7,86,2,no
35.0,female,bac,4.0,3.0,23.82544277,58,28,39,2,no
41.0,male,phd,0.0,2.0,8.471812926,71,94,44,2,no
40.0,female,master,5.0,1.0,47.4967797,68,40,54,2,no
30.0,female,phd,1.0,4.0,23.93525578,4,29,50,2,no
47.0,male,licence,3.0,5.0,10.08157109,98,85,85,2,no
24.0,female,licence,5.0,5.0,16.11978702,18,20,4,2,no
23.0,female,bac,9.0,3.0,3.540129484,22,75,94,3,no
22.0,male,licence,10.0,1.0,24.41502957,8,10,12,1,no
38.0,male,master,7.0,4.0,43.6564086,93,1,27,2,no
39.0,male,licence,11.0,1.0,47.6790228,49,49,83,2,no
44.0,female,master,7.0,5.0,47.63011038,15,40,96,1,yes
37.0,male,master,10.0,1.0,7.261501281,32,65,79,2,yes
34.0,male,bac,5.0,4.0,20.10269413,1,97,61,1,yes
28.0,female,licence,3.0,3.0,2.411437983,13,2,92,2,no
36.0,male,licence,7.0,2.0,43.75826725,0,79,86,2,no
33.0,male,licence,12.0,1.0,18.9377881,89,50,23,2,no
34.0,male,master,7.0,2.0,32.55585139,57,67,97,2,yes
50.0,female,licence,9.0,5.0,36.7449219,88,86,6,1,yes
20.0,female,bac,13.0,3.0,22.49223349,15,83,37,2,no
40.0,female,licence,0.0,3.0,16.32211683,78,24,36,1,no
41.0,female,phd,15.0,1.0,49.11064551,89,29,67,3,yes
41.0,male,bac,3.0,3.0,49.22441125,46,81,97,3,no
22.0,female,master,3.0,1.0,15.4718184,43,10,41,2,no
35.0,female,licence,6.0,1.0,24.98125484,79,92,85,3,yes
42.0,male,master,15.0,2.0,49.64220793,13,16,4,2,no
44.0,male,master,13.0,3.0,1.243420383,92,25,63,3,yes
30.0,male,licence,13.0,1.0,21.63391242,23,22,49,2,no
31.0,female,licence,10.0,2.0,6.022877484,54,55,86,1,yes
29.0,female,master,6.0,4.0,26.45789828,14,51,14,3,no
35.0,female,licence,15.0,2.0,2.233497727,82,47,94,1,yes
27.0,male,master,12.0,2.0,21.34492157,71,19,72,1,yes
25.0,male,bac,10.0,1.0,12.03495374,33,1,52,1,no
31.0,female,master,14.0,5.0,27.66541812,1,87,24,2,no
43.0,male,master,7.0,5.0,50.79968246,26,30,88,2,no
47.0,male,phd,15.0,5.0,41.02680526,73,26,84,2,yes
40.0,male,bac,10.0,2.0,43.28210458,98,1,8,3,no
27.0,female,licence,4.0,1.0,32.76324937,86,77,37,1,yes
45.0,male,licence,6.0,3.0,3.077992414,71,3,21,3,no
47.0,male,licence,7.0,2.0,11.3398838,91,12,86,3,no
23.0,female,licence,15.0,2.0,47.25322782,22,99,48,1,yes
45.0,female,bac,14.0,1.0,19.3056559,67,34,67,2,no
27.0,male,master,8.0,4.0,6.181836324,13,71,92,3,yes
45.0,male,licence,2.0,2.0,36.12026829,62,65,14,2,no
47.0,female,bac,2.0,4.0,15.9728862,92,5,64,2,no
37.0,female,licence,3.0,4.0,14.44284565,64,30,53,2,no
47.0,male,licence,4.0,5.0,50.89887278,67,9,29,2,no
47.0,male,bac,9.0,1.0,43.90694625,62,20,92,1,yes
24.0,male,phd,0.0,4.0,21.39689092,95,73,19,2,no
28.0,male,phd,14.0,1.0,50.01306039,96,22,32,1,yes
23.0,female,licence,14.0,5.0,33.50566117,89,2,99,2,no
46.0,male,bac,6.0,1.0,38.10112259,80,31,85,3,no
41.0,male,master,8.0,2.0,2.575652154,86,19,76,2,yes
50.0,female,licence,7.0,4.0,7.080262967,63,73,6,3,no
36.0,male,licence,14.0,1.0,32.65425632,31,28,7,2,no
28.0,female,licence,14.0,3.0,45.95119913,78,51,27,2,no
20.0,male,licence,4.0,1.0,32.1871863,12,45,44,2,no
40.0,male,licence,13.0,4.0,7.701244716,65,33,72,3,no
39.0,female,licence,13.0,5.0,6.788002312,18,100,88,2,no
32.0,female,licence,3.0,5.0,43.20929479,23,83,79,1,yes
47.0,male,phd,11.0,4.0,7.965116935,87,60,73,3,yes
35.0,male,licence,6.0,2.0,27.01159803,10,71,10,2,no
48.0,male,master,4.0,2.0,2.855665998,58,70,30,1,yes
32.0,female,master,6.0,5.0,5.03348837,85,69,11,2,yes
33.0,male,licence,11.0,5.0,34.61741338,14,10,94,3,no
22.0,female,licence,0.0,4.0,35.45907052,9,81,77,2,no
48.0,female,licence,0.0,2.0,18.07347033,40,92,50,2,no
25.0,male,licence,15.0,5.0,11.78048826,26,88,43,3,no
37.0,female,master,9.0,2.0,41.68551354,59,62,95,2,yes
38.0,male,licence,13.0,5.0,11.85516147,72,20,49,2,no
24.0,male,phd,12.0,1.0,28.10135348,51,2,16,1,yes
34.0,male,bac,2.0,3.0,49.41044204,27,81,34,1,no
44.0,male,bac,13.0,1.0,8.392621893,64,87,0,2,no
21.0,male,licence,10.0,5.0,48.04381337,16,9,28,3,no
29.0,female,licence,1.0,3.0,10.14465265,94,26,50,1,no
43.0,female,licence,1.0,3.0,29.3721604,43,11,63,2,no
49.0,male,licence,6.0,5.0,19.8503856,9,6,3,1,no
37.0,male,licence,11.0,5.0,49.24643008,62,16,86,2,no
46.0,female,bac,9.0,2.0,14.67710145,100,64,27,1,yes
32.0,female,phd,1.0,5.0,20.9829001,92,63,15,1,yes
24.0,female,licence,10.0,4.0,50.14300589,81,25,62,1,yes
42.0,female,master,3.0,5.0,27.82351956,46,14,75,2,no
43.0,male,master,1.0,4.0,26.13150578,37,32,52,2,no
20.0,male,phd,5.0,5.0,13.88892441,69,61,84,1,yes
41.0,female,bac,7.0,2.0,36.06817802,75,100,16,3,no
20.0,male,master,9.0,4.0,1.718647589,52,46,39,1,yes
37.0,female,licence,15.0,1.0,3.475631485,77,94,12,2,no
34.0,male,licence,3.0,4.0,30.96792936,43,34,51,3,no
36.0,female,licence,14.0,2.0,18.08372869,73,64,57,2,no
30.0,male,master,4.0,4.0,48.66581861,53,71,95,2,no
40.0,female,licence,3.0,5.0,46.15953454,19,75,36,1,no
45.0,female,master,2.0,5.0,36.68531293,78,82,78,2,yes
50.0,male,licence,4.0,2.0,41.90727906,30,24,75,2,no
44.0,female,master,13.0,3.0,34.36659248,6,56,60,3,no
41.0,male,phd,8.0,5.0,7.279105136,57,31,78,1,yes
46.0,male,licence,7.0,1.0,39.27716848,9,62,33,2,no
46.0,female,phd,7.0,2.0,11.50959844,9,11,69,2,no
36.0,male,bac,7.0,4.0,17.17214276,38,62,16,3,no
32.0,male,bac,11.0,4.0,41.96171061,27,76,19,1,yes
20.0,male,bac,7.0,1.0,27.82628042,29,91,72,3,no
21.0,male,licence,6.0,5.0,43.99703571,36,0,58,2,no
28.0,male,licence,7.0,2.0,11.65176599,66,50,68,2,no
22.0,female,bac,10.0,1.0,31.38892193,42,69,86,1,yes
50.0,male,bac,13.0,5.0,5.189548627,78,7,32,2,no
20.0,male,phd,15.0,2.0,33.15304968,84,67,77,2,yes
40.0,male,master,7.0,4.0,39.12670189,51,4,16,2,no
35.0,male,master,12.0,2.0,30.2465447,100,88,56,1,yes
42.0,male,master,13.0,3.0,14.31157507,55,85,82,1,yes
25.0,female,master,7.0,2.0,2.567133443,75,91,96,3,yes
47.0,male,bac,11.0,3.0,6.972444198,67,38,0,3,no
36.0,female,licence,9.0,2.0,32.11514895,8,22,12,2,no
24.0,female,master,6.0,3.0,47.72101084,91,67,26,1,yes
50.0,female,licence,11.0,4.0,11.3267202,22,51,69,2,no
24.0,female,licence,0.0,5.0,37.75130746,62,3,58,2,no
25.0,male,bac,3.0,3.0,44.32255316,60,46,5,3,no
22.0,female,licence,12.0,3.0,27.04410892,39,20,96,2,no
40.0,female,licence,12.0,4.0,34.46328979,43,100,93,3,no
42.0,male,licence,15.0,3.0,41.75076583,85,55,98,3,yes
24.0,male,licence,3.0,1.0,14.03375789,23,65,22,3,no
40.0,male,licence,4.0,4.0,15.84478371,50,58,9,1,no
24.0,female,bac,9.0,1.0,1.031375831,57,6,50,1,no
29.0,male,bac,5.0,4.0,49.15470654,89,48,18,2,no
29.0,male,master,3.0,3.0,46.87724473,93,15,50,2,no
38.0,female,licence,14.0,1.0,39.22841319,32,16,91,1,yes
36.0,male,bac,1.0,3.0,4.953801049,15,83,86,1,yes
40.0,male,master,15.0,4.0,23.37514448,21,86,67,2,yes
33.0,male,licence,5.0,3.0,6.094587699,56,97,83,2,no
28.0,male,licence,14.0,1.0,1.796013363,61,74,82,2,no
33.0,female,bac,7.0,1.0,31.80914826,81,33,41,2,no
20.0,male,master,14.0,3.0,49.04147085,70,32,90,2,no
38.0,male,licence,7.0,2.0,46.14340117,89,25,56,2,no
32.0,female,licence,6.0,4.0,35.83774075,71,65,97,1,yes
32.0,male,master,5.0,4.0,5.832029208,69,62,67,2,no
23.0,female,licence,1.0,3.0,14.70820188,29,86,37,2,no
49.0,male,licence,14.0,2.0,17.00283634,22,40,61,1,yes
20.0,female,bac,6.0,1.0,39.15750289,31,85,6,2,no
36.0,female,licence,10.0,5.0,41.11245896,85,57,70,2,yes
27.0,female,bac,11.0,5.0,20.25530615,56,97,49,2,no
21.0,female,licence,13.0,3.0,21.89419983,8,78,51,2,no
47.0,male,master,15.0,2.0,3.225451964,30,9,25,2,no
50.0,female,licence,13.0,2.0,15.45683592,70,14,25,2,no
27.0,female,licence,4.0,4.0,23.56425886,8,41,18,3,no
26.0,female,bac,15.0,1.0,6.849152319,12,92,8,1,yes
45.0,female,licence,5.0,2.0,23.66337304,57,56,60,3,no
45.0,female,licence,9.0,5.0,43.65879061,2,86,19,2,no
21.0,male,master,7.0,1.0,30.06605099,34,16,49,1,yes
41.0,female,bac,15.0,1.0,4.946492752,96,59,79,1,yes
41.0,male,master,13.0,3.0,10.58356594,20,8,80,2,no
22.0,male,master,7.0,2.0,24.72721751,63,35,21,2,no
46.0,male,licence,2.0,3.0,19.07435749,94,72,12,1,yes
37.0,male,master,11.0,2.0,18.93635098,51,79,11,1,yes
31.0,male,licence,15.0,4.0,27.46337241,33,35,9,2,no
20.0,male,licence,11.0,3.0,30.21979608,95,47,64,1,yes
41.0,male,licence,13.0,3.0,40.84307851,34,50,95,3,no
31.0,male,licence,6.0,5.0,18.04832817,14,96,29,2,no
24.0,male,licence,0.0,3.0,41.27331415,95,94,7,2,no
49.0,female,licence,0.0,2.0,17.93056146,5,69,20,2,no
49.0,female,licence,6.0,5.0,3.771649447,84,73,21,1,yes
46.0,female,licence,14.0,3.0,28.70938255,96,79,17,3,no
44.0,female,bac,14.0,3.0,30.39511624,31,67,65,1,yes
36.0,female,phd,9.0,4.0,47.72701228,51,21,47,2,no
35.0,male,master,8.0,3.0,37.3030663,82,76,43,2,yes
50.0,male,licence,6.0,1.0,46.88863262,96,79,8,1,yes
34.0,male,bac,9.0,5.0,46.41736051,27,92,66,2,no
42.0,male,master,4.0,1.0,31.22870551,94,5,53,3,no
34.0,male,master,7.0,5.0,27.38810327,84,25,25,2,no
24.0,male,master,1.0,4.0,28.87204836,97,74,84,3,yes
40.0,male,licence,8.0,3.0,49.91654038,63,87,93,3,no
33.0,female,licence,5.0,3.0,39.65838459,78,92,91,2,no
21.0,female,bac,12.0,3.0,6.31329524,77,2,99,2,no
30.0,female,bac,8.0,5.0,39.92142034,18,51,25,2,no
35.0,female,master,15.0,3.0,9.526902445,14,73,33,2,no
26.0,male,master,1.0,1.0,23.36752745,5,59,7,1,yes
25.0,male,licence,2.0,3.0,11.52298361,72,62,9,3,no
47.0,male,master,11.0,4.0,35.47915328,100,64,47,2,yes
21.0,female,licence,7.0,1.0,44.86548681,83,51,54,2,no
25.0,male,licence,0.0,3.0,15.51809427,97,89,53,2,no
37.0,male,licence,14.0,3.0,5.10053706,37,75,77,2,no
21.0,male,phd,9.0,2.0,15.9246549,25,13,39,3,no
37.0,female,bac,14.0,5.0,34.6180929,81,88,14,2,no
49.0,male,phd,14.0,1.0,17.43800638,91,71,80,1,yes
34.0,female,master,14.0,2.0,14.90560838,50,67,17,1,yes
46.0,female,bac,6.0,4.0,10.22175953,72,27,95,3,no
38.0,female,licence,6.0,5.0,25.87582134,95,70,22,2,no
50.0,female,master,12.0,1.0,14.79744141,52,9,61,3,no
21.0,male,licence,0.0,3.0,37.55051746,55,56,45,1,no
39.0,female,phd,15.0,1.0,4.8311201,58,99,86,1,yes
44.0,female,phd,8.0,3.0,34.20165166,69,65,98,1,yes
25.0,male,licence,7.0,5.0,12.87800073,77,89,38,2,no
20.0,male,licence,3.0,3.0,25.46396305,91,49,14,2,no
43.0,female,phd,9.0,4.0,15.3044961,57,13,52,1,yes
34.0,male,licence,10.0,3.0,37.1384338,87,15,87,2,no
47.0,female,bac,4.0,4.0,48.26535201,12,53,63,2,no
49.0,female,bac,1.0,5.0,46.85383897,42,42,62,1,no
42.0,female,licence,12.0,5.0,30.17131076,75,41,91,2,no
29.0,female,phd,15.0,1.0,24.13051516,50,80,79,2,yes
38.0,male,master,8.0,4.0,41.91502547,18,21,15,1,yes
36.0,female,licence,14.0,4.0,35.16631813,20,67,69,1,yes
24.0,male,bac,11.0,2.0,10.17820571,90,18,65,2,no
48.0,male,licence,11.0,2.0,42.04596068,82,65,12,2,no
23.0,male,master,5.0,2.0,22.44421947,23,38,46,3,no
29.0,male,bac,2.0,3.0,10.449283,25,72,8,2,no
43.0,female,licence,11.0,2.0,15.08986752,44,18,62,1,yes
36.0,male,bac,6.0,4.0,14.37635151,27,15,33,3,no
29.0,female,licence,8.0,3.0,26.96034873,81,53,80,3,yes
36.0,male,phd,2.0,5.0,12.71850453,99,24,90,2,no
47.0,male,licence,15.0,1.0,7.17832437,28,17,28,3,no
39.0,female,licence,1.0,2.0,7.184542531,16,22,36,2,no
43.0,female,licence,15.0,5.0,30.16380986,67,84,42,2,no
24.0,female,phd,6.0,4.0,37.73796444,43,10,85,2,no
21.0,male,bac,6.0,1.0,17.07665044,60,38,63,2,no
25.0,male,licence,3.0,5.0,2.732535491,92,67,23,1,yes
40.0,female,licence,10.0,1.0,7.361244347,67,24,70,3,no
21.0,female,master,8.0,2.0,46.73472802,73,62,33,3,yes
32.0,female,licence,15.0,4.0,25.67718298,24,95,47,2,no
49.0,female,bac,13.0,1.0,23.67864048,94,29,11,2,no
30.0,male,licence,7.0,5.0,2.902458916,66,44,22,1,no
30.0,female,master,12.0,2.0,37.43185112,1,89,78,1,yes
35.0,female,bac,12.0,2.0,27.40340405,88,60,96,1,yes
30.0,female,master,0.0,5.0,11.1040468,48,99,12,2,no
38.0,female,bac,0.0,5.0,6.503688009,69,50,86,3,no
34.0,male,licence,4.0,1.0,20.16939318,25,97,95,1,yes
44.0,female,licence,5.0,3.0,42.85809821,71,8,44,1,no
42.0,male,master,2.0,2.0,44.26472796,98,75,98,2,yes
42.0,female,licence,12.0,1.0,31.14231902,26,1,64,1,yes
35.0,female,master,8.0,5.0,37.37682136,88,4,46,3,no
50.0,male,master,11.0,1.0,6.75778937,17,61,57,2,no
30.0,female,licence,9.0,5.0,30.40630327,53,68,4,1,yes
41.0,male,master,13.0,4.0,34.34828517,0,51,76,1,yes
35.0,male,master,14.0,5.0,11.03564215,60,85,4,1,yes
27.0,female,bac,5.0,5.0,45.00773665,2,4,59,2,no
23.0,male,licence,3.0,5.0,10.74983688,67,58,95,1,yes
27.0,male,phd,11.0,3.0,16.67386799,40,67,20,2,no
23.0,male,bac,6.0,5.0,32.02784235,36,8,23,2,no
43.0,male,master,7.0,2.0,32.91750326,50,92,17,1,yes
44.0,male,phd,8.0,2.0,35.96923705,14,21,20,1,yes
22.0,male,bac,12.0,1.0,6.600585653,7,26,53,2,no
22.0,male,licence,15.0,3.0,43.4732215,37,9,9,2,no
46.0,male,licence,10.0,1.0,27.64235661,82,79,23,3,no
48.0,female,licence,5.0,2.0,24.56608971,55,60,84,1,yes
37.0,female,bac,14.0,2.0,50.05488123,46,50,88,1,yes
48.0,male,bac,5.0,4.0,38.01891485,89,9,59,1,no
45.0,female,licence,7.0,5.0,6.900301331,9,5,56,2,no
38.0,male,master,11.0,2.0,38.82695836,77,61,22,2,yes
38.0,male,master,4.0,1.0,5.762446699,48,4,21,3,no
40.0,female,licence,13.0,1.0,2.373528126,40,69,67,2,no
24.0,male,bac,2.0,5.0,21.18129476,82,62,33,1,yes
37.0,male,licence,11.0,5.0,50.67890864,29,55,69,2,no
47.0,male,licence,2.0,4.0,9.74419681,4,58,27,3,no
29.0,male,phd,12.0,3.0,34.63221718,94,62,94,2,yes
48.0,female,master,5.0,1.0,9.66980331,70,88,98,2,no
41.0,male,master,1.0,5.0,37.23934875,82,58,38,3,no
40.0,male,phd,15.0,1.0,26.26768341,30,50,41,2,no
25.0,male,bac,5.0,5.0,34.9985855,51,49,22,2,no
20.0,female,master,15.0,2.0,11.1436588,87,3,69,1,yes
24.0,male,licence,12.0,1.0,38.28141663,97,47,79,2,no
28.0,female,phd,5.0,2.0,50.78095298,22,31,1,1,no
31.0,female,licence,7.0,1.0,34.28252503,47,50,23,2,no
45.0,male,master,6.0,3.0,25.6739999,39,51,16,1,yes
33.0,male,master,7.0,4.0,47.15869943,5,98,64,3,yes
21.0,female,bac,13.0,2.0,1.792592112,37,73,69,3,no
36.0,male,licence,8.0,5.0,37.49617596,40,33,68,2,no
33.0,female,master,5.0,3.0,45.43732584,99,35,59,1,yes
45.0,female,licence,13.0,1.0,4.083729181,26,69,49,1,yes
32.0,male,licence,15.0,2.0,23.50320852,74,42,92,2,no
46.0,male,licence,2.0,1.0,11.2359727,68,15,11,2,no
28.0,female,bac,9.0,1.0,29.32590828,56,58,46,2,no
45.0,female,master,2.0,1.0,33.47714793,16,52,66,2,no
44.0,female,licence,15.0,4.0,16.13115915,70,18,64,2,no
34.0,female,bac,10.0,4.0,23.99908348,90,97,26,2,no
44.0,male,licence,11.0,5.0,14.96697426,46,88,47,2,no
41.0,male,licence,0.0,2.0,19.46955822,78,94,87,2,no
34.0,male,bac,10.0,3.0,8.976997834,12,40,61,2,no
43.0,male,licence,14.0,3.0,45.27797218,10,80,43,1,yes
49.0,male,licence,12.0,3.0,1.500520528,89,46,18,1,yes
30.0,female,licence,14.0,1.0,45.12045932,85,93,58,2,no
50.0,male,master,4.0,4.0,29.58394392,91,53,7,1,yes
35.0,male,licence,13.0,2.0,17.58289221,23,54,54,2,no
48.0,male,licence,3.0,1.0,37.15285627,92,94,46,2,no
36.0,male,licence,8.0,4.0,26.38760759,72,18,1,3,no
45.0,male,licence,14.0,4.0,25.95543291,3,61,93,2,no
23.0,female,licence,8.0,2.0,6.507114146,45,98,93,1,yes
20.0,female,licence,14.0,2.0,20.4758013,17,92,38,1,yes
27.0,female,master,13.0,2.0,13.05321729,42,58,44,3,no
36.0,male,licence,4.0,1.0,1.78479528,79,64,31,1,yes
22.0,female,licence,9.0,5.0,19.00498154,32,67,64,2,no
48.0,female,master,3.0,2.0,5.491106471,92,27,37,2,no
39.0,male,licence,6.0,5.0,13.84150189,9,17,76,2,no
34.0,male,licence,14.0,1.0,5.625831059,72,25,10,2,no
34.0,male,licence,5.0,5.0,6.047081278,58,18,9,2,no
50.0,female,bac,3.0,3.0,10.95056472,30,54,58,3,no
43.0,female,master,8.0,5.0,50.99246222,27,56,89,1,yes
41.0,male,master,12.0,2.0,1.109207143,59,5,54,3,no
33.0,male,phd,14.0,1.0,32.93363181,2,0,19,2,no
45.0,female,licence,9.0,2.0,8.062184901,54,7,80,3,no
47.0,female,licence,1.0,3.0,47.03140684,13,96,16,1,no
42.0,male,bac,0.0,2.0,5.681644667,57,50,67,1,no
33.0,male,licence,3.0,2.0,48.75315936,88,84,4,3,no
43.0,female,licence,3.0,2.0,31.54631937,14,87,59,3,no
21.0,male,phd,12.0,4.0,1.063403846,1,24,22,2,no
32.0,female,licence,0.0,3.0,45.7003599,23,46,45,2,no
45.0,female,licence,5.0,2.0,27.08559007,77,54,51,3,no
33.0,female,licence,3.0,2.0,14.13348677,63,63,9,1,no
46.0,female,licence,0.0,2.0,39.36395888,70,82,45,2,no
43.0,male,licence,0.0,1.0,47.33327769,99,92,27,3,no
38.0,male,master,14.0,4.0,25.18454116,23,9,96,2,no
26.0,female,licence,12.0,1.0,16.77767372,26,55,42,2,no
22.0,female,master,0.0,4.0,40.4472562,36,11,25,2,no
34.0,female,licence,7.0,2.0,35.08927489,93,32,54,2,no
42.0,female,master,9.0,3.0,45.43762419,90,70,47,1,yes
33.0,female,master,7.0,5.0,35.62570064,38,16,28,3,no
30.0,male,licence,1.0,5.0,13.17641694,62,60,26,2,no
34.0,male,licence,10.0,2.0,47.58296249,78,9,17,3,no
47.0,male,phd,12.0,1.0,6.24178736,25,30,59,3,no
32.0,male,licence,6.0,3.0,14.39713751,64,59,73,1,yes
37.0,female,phd,13.0,4.0,27.00973039,3,69,68,1,yes
45.0,female,bac,7.0,2.0,29.2871013,28,16,73,2,no
25.0,female,licence,7.0,3.0,1.765529331,0,49,20,2,no
22.0,female,master,10.0,3.0,40.02863629,49,36,23,2,no
38.0,female,phd,9.0,4.0,19.08036592,85,81,2,2,yes
34.0,male,licence,14.0,3.0,21.32092705,10,61,94,2,no
44.0,female,master,10.0,1.0,41.46847722,73,89,61,1,yes
42.0,male,licence,12.0,1.0,19.96416959,58,79,100,2,no
24.0,male,bac,6.0,1.0,3.361243825,61,71,1,2,no
47.0,male,licence,4.0,3.0,9.821988524,80,87,65,2,no
29.0,male,licence,0.0,1.0,48.79515862,35,76,41,1,no
26.0,female,phd,11.0,4.0,4.52026812,55,28,33,2,no
44.0,male,licence,8.0,3.0,18.74656005,89,31,41,1,yes
36.0,male,licence,12.0,5.0,26.15895835,20,87,19,2,no
26.0,male,bac,15.0,3.0,25.66404137,12,79,96,2,no
41.0,female,licence,6.0,4.0,1.197997151,8,10,67,1,yes
45.0,female,licence,1.0,5.0,26.05813657,10,95,44,2,no
49.0,female,master,5.0,3.0,20.1886229,74,5,74,2,no
31.0,male,licence,1.0,1.0,49.60396677,69,34,41,1,no
44.0,male,phd,14.0,2.0,8.9579542,0,32,46,1,yes
36.0,female,phd,0.0,2.0,18.70770984,69,17,4,3,no
32.0,male,licence,13.0,1.0,21.97407425,76,36,88,2,no
39.0,female,phd,6.0,2.0,20.53467686,85,12,48,3,no
44.0,female,master,12.0,2.0,34.29154138,55,73,36,2,no
23.0,male,licence,15.0,1.0,11.77564288,30,100,33,2,no
29.0,male,bac,1.0,1.0,12.05357764,85,89,72,2,no
22.0,male,licence,12.0,3.0,37.46054743,36,80,69,2,no
28.0,male,licence,13.0,3.0,26.01452593,46,63,17,1,yes
32.0,female,master,13.0,1.0,21.7577838,90,0,77,2,yes
37.0,female,licence,1.0,4.0,9.460152584,77,62,18,2,no
34.0,female,master,12.0,2.0,10.37636115,46,88,77,1,yes
23.0,female,licence,10.0,3.0,1.527581841,68,33,39,1,no
34.0,female,bac,4.0,2.0,5.571313443,57,9,16,1,no
41.0,male,phd,13.0,5.0,28.84193473,35,83,59,2,no
21.0,female,licence,4.0,1.0,45.5936565,31,6,98,2,no
34.0,female,licence,15.0,4.0,15.35823826,97,55,92,3,yes
